stim_folder,wav_file,pred_original,pred_metamer,match_distance,metamer_wav
9_stim28_big_band_music_orig_splits,9_stim28_big_band_music_orig_04_07.wav,OO, HI TIR ,0.116369,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/9_stim28_big_band_music_orig_splits/9_stim28_big_band_music_orig_04_07/metamer_audio.wav
9_stim28_big_band_music_orig_splits,9_stim28_big_band_music_orig_07_10.wav,O,,0.086896,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/9_stim28_big_band_music_orig_splits/9_stim28_big_band_music_orig_07_10/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_01_04.wav,, E E WA,0.047536,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_01_04/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_04_07.wav,, ,0.036522,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_04_07/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_07_10.wav,OU,I WHEN ,0.040054,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_07_10/metamer_audio.wav
11_stim315_saxophone_jazz_solo_orig_splits,11_stim315_saxophone_jazz_solo_orig_01_04.wav, THE,I,0.132360,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/11_stim315_saxophone_jazz_solo_orig_splits/11_stim315_saxophone_jazz_solo_orig_01_04/metamer_audio.wav
11_stim315_saxophone_jazz_solo_orig_splits,11_stim315_saxophone_jazz_solo_orig_04_07.wav, IR KO , I I I ,0.120343,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/11_stim315_saxophone_jazz_solo_orig_splits/11_stim315_saxophone_jazz_solo_orig_04_07/metamer_audio.wav
11_stim315_saxophone_jazz_solo_orig_splits,11_stim315_saxophone_jazz_solo_orig_07_10.wav,,,0.099277,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/11_stim315_saxophone_jazz_solo_orig_splits/11_stim315_saxophone_jazz_solo_orig_07_10/metamer_audio.wav
12_stim320_scratching_orig_splits,12_stim320_scratching_orig_01_04.wav,,,0.042896,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/12_stim320_scratching_orig_splits/12_stim320_scratching_orig_01_04/metamer_audio.wav
12_stim320_scratching_orig_splits,12_stim320_scratching_orig_04_07.wav,TI I I ,,0.071252,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/12_stim320_scratching_orig_splits/12_stim320_scratching_orig_04_07/metamer_audio.wav
12_stim320_scratching_orig_splits,12_stim320_scratching_orig_07_10.wav,,,0.059870,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/12_stim320_scratching_orig_splits/12_stim320_scratching_orig_07_10/metamer_audio.wav
13_stim337_siren_orig_splits,13_stim337_siren_orig_01_04.wav,AOO THE,,0.278821,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/13_stim337_siren_orig_splits/13_stim337_siren_orig_01_04/metamer_audio.wav
13_stim337_siren_orig_splits,13_stim337_siren_orig_04_07.wav,OO,   ,0.300331,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/13_stim337_siren_orig_splits/13_stim337_siren_orig_04_07/metamer_audio.wav
13_stim337_siren_orig_splits,13_stim337_siren_orig_07_10.wav,OOOOOOO, ,0.277133,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/13_stim337_siren_orig_splits/13_stim337_siren_orig_07_10/metamer_audio.wav
14_stim33_bluegrass_orig_splits,14_stim33_bluegrass_orig_01_04.wav, TE E, I I I I,0.137262,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/14_stim33_bluegrass_orig_splits/14_stim33_bluegrass_orig_01_04/metamer_audio.wav
14_stim33_bluegrass_orig_splits,14_stim33_bluegrass_orig_04_07.wav, THE  , II,0.134373,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/14_stim33_bluegrass_orig_splits/14_stim33_bluegrass_orig_04_07/metamer_audio.wav
14_stim33_bluegrass_orig_splits,14_stim33_bluegrass_orig_07_10.wav,E ,,0.123558,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/14_stim33_bluegrass_orig_splits/14_stim33_bluegrass_orig_07_10/metamer_audio.wav
15_stim387_typing_orig_splits,15_stim387_typing_orig_01_04.wav,OO,WH WOULDNT OIN,0.049179,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/15_stim387_typing_orig_splits/15_stim387_typing_orig_01_04/metamer_audio.wav
15_stim387_typing_orig_splits,15_stim387_typing_orig_04_07.wav,OU O ,WEEN WARY WIT W,0.073452,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/15_stim387_typing_orig_splits/15_stim387_typing_orig_04_07/metamer_audio.wav
15_stim387_typing_orig_splits,15_stim387_typing_orig_07_10.wav,OU,O E AO E,0.061521,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/15_stim387_typing_orig_splits/15_stim387_typing_orig_07_10/metamer_audio.wav
16_stim394_violin_orig_splits,16_stim394_violin_orig_01_04.wav,, I ,0.126572,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/16_stim394_violin_orig_splits/16_stim394_violin_orig_01_04/metamer_audio.wav
16_stim394_violin_orig_splits,16_stim394_violin_orig_04_07.wav,WHO WHEH WHO,A WE HER ,0.154534,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/16_stim394_violin_orig_splits/16_stim394_violin_orig_04_07/metamer_audio.wav
16_stim394_violin_orig_splits,16_stim394_violin_orig_07_10.wav,HOE,,0.100753,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/16_stim394_violin_orig_splits/16_stim394_violin_orig_07_10/metamer_audio.wav
17_stim401_walking_with_heels_orig_splits,17_stim401_walking_with_heels_orig_01_04.wav,, WHA WHAA,0.029606,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/17_stim401_walking_with_heels_orig_splits/17_stim401_walking_with_heels_orig_01_04/metamer_audio.wav
17_stim401_walking_with_heels_orig_splits,17_stim401_walking_with_heels_orig_04_07.wav,, WHAT ,0.023132,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/17_stim401_walking_with_heels_orig_splits/17_stim401_walking_with_heels_orig_04_07/metamer_audio.wav
17_stim401_walking_with_heels_orig_splits,17_stim401_walking_with_heels_orig_07_10.wav,,THE,0.034974,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/17_stim401_walking_with_heels_orig_splits/17_stim401_walking_with_heels_orig_07_10/metamer_audio.wav
18_stim414_woman_speaking_orig_splits,18_stim414_woman_speaking_orig_01_04.wav,TA TIME WALKE TO THE PAST AS WHELL WAS INSIDE, GOING MOTHEWHOR WAS INSIDE,0.123284,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/18_stim414_woman_speaking_orig_splits/18_stim414_woman_speaking_orig_01_04/metamer_audio.wav
18_stim414_woman_speaking_orig_splits,18_stim414_woman_speaking_orig_04_07.wav,INTO THE PRESENT WAS ING ITS DESTRUCTION TO BECOME,THE PRESENT WAS IN ITS DESTRUCTION TO BECOME A,0.094525,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/18_stim414_woman_speaking_orig_splits/18_stim414_woman_speaking_orig_04_07/metamer_audio.wav
18_stim414_woman_speaking_orig_splits,18_stim414_woman_speaking_orig_07_10.wav,FRIME MOR HANGLESS THE A MURDER OF BIHUMANTS,ILIS O THE RU WITHUES,0.195916,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/18_stim414_woman_speaking_orig_splits/18_stim414_woman_speaking_orig_07_10/metamer_audio.wav
19_stim418_writing_on_paper_orig_splits,19_stim418_writing_on_paper_orig_01_04.wav,THOU O,,0.056497,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/19_stim418_writing_on_paper_orig_splits/19_stim418_writing_on_paper_orig_01_04/metamer_audio.wav
19_stim418_writing_on_paper_orig_splits,19_stim418_writing_on_paper_orig_04_07.wav,,,0.051992,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/19_stim418_writing_on_paper_orig_splits/19_stim418_writing_on_paper_orig_04_07/metamer_audio.wav
19_stim418_writing_on_paper_orig_splits,19_stim418_writing_on_paper_orig_07_10.wav, THI,,0.064589,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/19_stim418_writing_on_paper_orig_splits/19_stim418_writing_on_paper_orig_07_10/metamer_audio.wav
20_stim41_breathing_orig_splits,20_stim41_breathing_orig_01_04.wav,, ,0.071334,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/20_stim41_breathing_orig_splits/20_stim41_breathing_orig_01_04/metamer_audio.wav
20_stim41_breathing_orig_splits,20_stim41_breathing_orig_04_07.wav,,,0.082540,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/20_stim41_breathing_orig_splits/20_stim41_breathing_orig_04_07/metamer_audio.wav
20_stim41_breathing_orig_splits,20_stim41_breathing_orig_07_10.wav,, I,0.074731,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/20_stim41_breathing_orig_splits/20_stim41_breathing_orig_07_10/metamer_audio.wav
21_stim461_latin_music_orig_splits,21_stim461_latin_music_orig_01_04.wav, HE H,,0.150844,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/21_stim461_latin_music_orig_splits/21_stim461_latin_music_orig_01_04/metamer_audio.wav
21_stim461_latin_music_orig_splits,21_stim461_latin_music_orig_04_07.wav, ,,0.185579,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/21_stim461_latin_music_orig_splits/21_stim461_latin_music_orig_04_07/metamer_audio.wav
21_stim461_latin_music_orig_splits,21_stim461_latin_music_orig_07_10.wav,O, I ,0.175858,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/21_stim461_latin_music_orig_splits/21_stim461_latin_music_orig_07_10/metamer_audio.wav
22_stim501_spanish_orig_splits,22_stim501_spanish_orig_01_04.wav,FARST WAT HE'S HE PINGE SO BEFORL,OO WO  I EVERY THING Y T,0.175795,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/22_stim501_spanish_orig_splits/22_stim501_spanish_orig_01_04/metamer_audio.wav
22_stim501_spanish_orig_splits,22_stim501_spanish_orig_04_07.wav,TISWEET PEOPOLE WIVE COM IN EGUSSING REGULAL OFFIC,E AN OIN WAN O,0.155238,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/22_stim501_spanish_orig_splits/22_stim501_spanish_orig_04_07/metamer_audio.wav
22_stim501_spanish_orig_splits,22_stim501_spanish_orig_07_10.wav,MAGNET EANDSEPLE THAN E DID BEPORE MARRIES, MI IT IN O,0.162789,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/22_stim501_spanish_orig_splits/22_stim501_spanish_orig_07_10/metamer_audio.wav
23_stim502_french_orig_splits,23_stim502_french_orig_01_04.wav,WAS ON CES YOUOWIS,FOR EAT YOU WILLLL BEYOUR FIL,0.192014,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/23_stim502_french_orig_splits/23_stim502_french_orig_01_04/metamer_audio.wav
23_stim502_french_orig_splits,23_stim502_french_orig_04_07.wav,YOUR CORNEY SEOFF YOU TO SE SUCCESSS,YO O THE GIVOU TO SISR,0.112254,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/23_stim502_french_orig_splits/23_stim502_french_orig_04_07/metamer_audio.wav
23_stim502_french_orig_splits,23_stim502_french_orig_07_10.wav, BARIED WHA PSYCHE WIL, WSIRRY  ME TO,0.102785,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/23_stim502_french_orig_splits/23_stim502_french_orig_07_10/metamer_audio.wav
24_stim503_italian_orig_splits,24_stim503_italian_orig_01_04.wav,YOU GET ASINON GABLEDIN RE,WOULD YOU GET OAYO E,0.089854,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/24_stim503_italian_orig_splits/24_stim503_italian_orig_01_04/metamer_audio.wav
24_stim503_italian_orig_splits,24_stim503_italian_orig_04_07.wav,IN NOU TRAIL LIGRETESINS IITS,LL TARE TE TE AN TE,0.193632,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/24_stim503_italian_orig_splits/24_stim503_italian_orig_04_07/metamer_audio.wav
24_stim503_italian_orig_splits,24_stim503_italian_orig_07_10.wav,IS PU I TOHT IKE IT S ESE YOU A,TS OWAIIN TO DO O SEE YOUNG GIR,0.139473,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/24_stim503_italian_orig_splits/24_stim503_italian_orig_07_10/metamer_audio.wav
25_stim504_german_orig_splits,25_stim504_german_orig_01_04.wav,NOUH BUIG A PATH IN TORTN MACHINE THAT'S CONET SINGER,W WILL O LI ET  ,0.189752,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/25_stim504_german_orig_splits/25_stim504_german_orig_01_04/metamer_audio.wav
25_stim504_german_orig_splits,25_stim504_german_orig_04_07.wav,I NEED IS FI AM FON PU MAN,WAN YOU I MY EIRI ,0.207482,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed2_eps1000p0/25_stim504_german_orig_splits/25_stim504_german_orig_04_07/metamer_audio.wav
